person_id,bloc,birth,death,sex,deg,n_dyn_4hop,n_nodes_4hop,mother_pre_deg,mother_n_dyn_4hop,mother_n_nodes_4hop,father_pre_deg,father_n_dyn_4hop,father_n_nodes_4hop,mgf_pre_deg,mgf_n_dyn_4hop,mgf_n_nodes_4hop
p52904.htm#i529036,B26,1191,1248,M,2,6,81,4.0,5.0,64.0,4.0,1.0,14.0,3.0,7.0,113.0
p57109.htm#i571083,B26,1247,1311,M,3,2,13,1.0,1.0,8.0,3.0,1.0,13.0,,,
p10790.htm#i107899,B26,1290,1350,M,8,9,103,1.0,2.0,23.0,3.0,4.0,65.0,,,
p3717.htm#i37163,B1,1253,1320,M,5,7,162,12.0,8.0,200.0,8.0,8.0,137.0,12.0,10.0,264.0
p32577.htm#i325763,B6,1291,1337,M,3,6,49,,,,2.0,7.0,54.0,,,
p10769.htm#i107685,B26,1080,1128,M,3,9,50,5.0,9.0,46.0,4.0,9.0,60.0,,,
p4182.htm#i41813,B1,1269,1296,M,2,4,104,9.0,4.0,142.0,9.0,6.0,143.0,9.0,4.0,206.0
p904.htm#i9038,B1,1242,1288,M,2,7,115,3.0,5.0,145.0,2.0,5.0,28.0,10.0,7.0,205.0
p45043.htm#i450427,B26,1205,1265,M,2,1,6,,,,1.0,1.0,6.0,,,
p10472.htm#i104712,B222,1049,1109,M,1,6,36,,,,,,,,,
p10684.htm#i106834,B4,1200,1260,M,3,6,166,2.0,12.0,135.0,3.0,5.0,82.0,12.0,14.0,183.0
p4203.htm#i42029,B4,1248,1248,M,2,5,83,3.0,8.0,118.0,3.0,6.0,155.0,7.0,10.0,167.0
p10546.htm#i105456,B1,1157,1180,M,1,1,54,,,,4.0,2.0,99.0,,,
p10791.htm#i107904,B3,1173,1240,M,11,15,252,2.0,3.0,30.0,3.0,3.0,41.0,1.0,1.0,14.0
p11576.htm#i115753,B25,1265,1332,M,6,7,57,1.0,1.0,15.0,3.0,1.0,28.0,,,
p11469.htm#i114685,B1,1278,1353,M,4,5,48,5.0,1.0,34.0,6.0,1.0,51.0,1.0,1.0,18.0
p10546.htm#i105457,B1,1157,1182,M,1,1,56,,,,4.0,2.0,99.0,,,
p29787.htm#i297870,B34,1198,1243,M,4,6,72,3.0,4.0,28.0,3.0,6.0,97.0,1.0,3.0,10.0
p10251.htm#i102509,B34,1136,1164,M,2,21,232,6.0,22.0,308.0,6.0,20.0,209.0,30.0,23.0,435.0
p67267.htm#i672664,B16,1070,1125,M,4,4,34,4.0,5.0,46.0,1.0,3.0,28.0,11.0,8.0,67.0
p34408.htm#i344077,B34,1246,1277,M,2,9,118,2.0,7.0,87.0,3.0,16.0,187.0,1.0,2.0,22.0
p56020.htm#i560192,B26,1275,1355,M,7,3,25,,,,1.0,1.0,8.0,,,
p10475.htm#i104741,B4,1166,1218,M,5,6,160,3.0,5.0,117.0,4.0,4.0,117.0,10.0,5.0,143.0
p58175.htm#i581750,B27,1134,1190,M,2,6,59,4.0,6.0,90.0,4.0,7.0,81.0,5.0,7.0,111.0
p11481.htm#i114801,B1,1261,1303,M,6,1,43,1.0,1.0,33.0,7.0,1.0,49.0,,,
p57107.htm#i571069,B26,1133,1188,M,2,2,10,,,,1.0,2.0,21.0,,,
p11359.htm#i113586,B4,1093,1123,M,3,10,130,5.0,14.0,142.0,5.0,13.0,182.0,2.0,10.0,64.0
p19080.htm#i190791,B34,1192,1252,M,2,7,80,8.0,13.0,143.0,3.0,6.0,60.0,8.0,18.0,239.0
p523.htm#i5225,B26,1220,1290,M,10,8,189,4.0,2.0,45.0,10.0,2.0,58.0,2.0,1.0,30.0
p52066.htm#i520651,B4,1100,1182,M,3,6,71,3.0,7.0,96.0,3.0,5.0,48.0,14.0,11.0,183.0
p377.htm#i3767,B34,1108,1140,M,4,3,18,2.0,2.0,11.0,3.0,2.0,20.0,1.0,1.0,8.0
p70990.htm#i709894,B16,1156,1198,M,1,3,20,,,,3.0,5.0,46.0,,,
p10493.htm#i104923,B34,1183,1205,M,2,17,150,0.0,1.0,0.0,3.0,22.0,247.0,,,
p38150.htm#i381498,B34,1250,1305,M,4,6,57,4.0,5.0,67.0,4.0,5.0,62.0,11.0,5.0,90.0
p11399.htm#i113984,B1,1270,1335,M,6,9,246,10.0,7.0,157.0,2.0,5.0,76.0,9.0,6.0,167.0
p38686.htm#i386859,B25,1300,1357,M,1,2,27,,,,2.0,1.0,39.0,,,
p59338.htm#i593375,B0,1070,1119,M,2,1,7,,,,1.0,1.0,4.0,,,
p59216.htm#i592154,B0,1295,1340,M,3,6,103,5.0,5.0,87.0,8.0,6.0,167.0,,,
p4180.htm#i41796,B16,1268,1295,M,3,4,48,8.0,4.0,33.0,9.0,6.0,74.0,1.0,2.0,18.0
p15004.htm#i150036,B1,1062,1100,M,1,2,35,,,,2.0,3.0,34.0,,,
p19079.htm#i190784,B34,1190,1253,M,2,5,55,4.0,10.0,107.0,2.0,4.0,38.0,8.0,18.0,233.0
p10118.htm#i101175,B4,1212,1271,M,14,9,224,2.0,4.0,51.0,4.0,4.0,145.0,1.0,4.0,19.0
p73006.htm#i730054,B34,1284,1356,M,4,7,79,3.0,7.0,110.0,5.0,8.0,92.0,10.0,10.0,209.0
p14554.htm#i145534,B1,1220,1256,M,2,3,58,3.0,4.0,91.0,4.0,3.0,40.0,11.0,6.0,185.0
p22822.htm#i228213,B26,1267,1327,M,3,1,10,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
p19830.htm#i198300,B26,1071,1117,M,2,4,39,2.0,4.0,26.0,3.0,4.0,43.0,1.0,3.0,13.0
p53858.htm#i538572,B4,1295,1350,M,5,5,118,4.0,6.0,81.0,4.0,8.0,140.0,2.0,3.0,37.0
p54666.htm#i546652,B0,1210,1260,M,5,1,56,4.0,1.0,24.0,4.0,1.0,36.0,2.0,1.0,11.0
p70900.htm#i708997,B38,1273,1333,M,3,4,41,3.0,6.0,56.0,3.0,6.0,45.0,3.0,6.0,99.0
p10214.htm#i102139,B34,1281,1345,M,11,28,384,7.0,8.0,284.0,5.0,15.0,311.0,5.0,7.0,288.0
p11292.htm#i112911,B1,1232,1290,M,15,6,229,6.0,4.0,78.0,6.0,4.0,72.0,3.0,3.0,48.0
p40495.htm#i404944,B3,1135,1195,M,7,3,46,2.0,3.0,24.0,7.0,4.0,33.0,1.0,2.0,18.0
p11577.htm#i115764,B25,1161,1213,M,8,4,29,5.0,4.0,22.0,6.0,4.0,49.0,1.0,2.0,14.0
p10551.htm#i105503,B1,1276,1332,M,9,6,163,6.0,6.0,204.0,5.0,4.0,122.0,15.0,8.0,321.0
p11287.htm#i112870,B1,1112,1172,M,2,2,87,,,,,,,,,
p11462.htm#i114620,B1,1221,1279,M,5,2,95,3.0,1.0,22.0,4.0,2.0,60.0,1.0,1.0,10.0
p11287.htm#i112869,B1,1115,1139,M,2,3,53,,,,4.0,5.0,64.0,,,
p11478.htm#i114779,B1,1247,1305,M,2,1,44,2.0,1.0,33.0,3.0,1.0,46.0,3.0,1.0,25.0
p10251.htm#i102508,B34,1134,1158,M,2,19,211,5.0,22.0,305.0,5.0,20.0,207.0,30.0,23.0,428.0
p4195.htm#i41947,B44,1240,1305,M,8,8,103,3.0,6.0,71.0,2.0,7.0,121.0,6.0,6.0,90.0
p464.htm#i4634,B34,1127,1198,M,6,8,68,3.0,8.0,73.0,3.0,7.0,63.0,4.0,8.0,69.0
p42973.htm#i429726,B34,1173,1186,M,2,6,47,3.0,6.0,50.0,4.0,11.0,140.0,5.0,4.0,26.0
p407.htm#i4069,B27,1100,1153,M,4,6,101,6.0,3.0,48.0,4.0,3.0,54.0,2.0,2.0,33.0
p11361.htm#i113608,B4,1249,1322,M,10,16,284,1.0,3.0,27.0,3.0,4.0,54.0,,,
p65589.htm#i655890,B25,1268,1327,M,2,6,82,3.0,7.0,118.0,3.0,6.0,69.0,7.0,7.0,177.0
p10768.htm#i107676,B26,1059,1119,M,1,1,12,,,,,,,,,
p380.htm#i3791,B34,1085,1145,M,5,6,68,3.0,4.0,24.0,6.0,6.0,44.0,2.0,2.0,18.0
p13045.htm#i130445,B3,1296,1354,M,2,15,151,4.0,8.0,116.0,5.0,11.0,170.0,6.0,7.0,98.0
p53113.htm#i531125,B34,1211,1271,M,3,5,45,2.0,1.0,15.0,4.0,3.0,26.0,,,
p24827.htm#i248266,B4,1210,1271,M,2,4,75,4.0,4.0,54.0,5.0,8.0,137.0,1.0,2.0,15.0
p10770.htm#i107700,B26,1070,1126,M,8,5,55,3.0,4.0,31.0,3.0,4.0,42.0,1.0,3.0,16.0
p11425.htm#i114248,B1,1090,1147,M,8,6,161,3.0,3.0,44.0,1.0,3.0,22.0,4.0,5.0,82.0
p67249.htm#i672488,B16,1198,1256,M,1,1,6,,,,2.0,2.0,17.0,,,
p58956.htm#i589558,B0,1185,1225,M,2,2,56,4.0,5.0,77.0,4.0,2.0,55.0,9.0,6.0,134.0
p2406.htm#i24052,B26,1269,1309,M,4,3,27,2.0,3.0,17.0,3.0,5.0,31.0,1.0,2.0,9.0
p746.htm#i7459,B1,1278,1315,M,3,4,71,5.0,6.0,89.0,3.0,5.0,128.0,1.0,4.0,28.0
p58968.htm#i589678,B0,1220,1277,M,11,3,131,7.0,4.0,85.0,7.0,2.0,74.0,11.0,7.0,137.0
p58996.htm#i589952,B26,1132,1188,M,2,1,9,,,,1.0,2.0,8.0,,,
p12000.htm#i119992,B44,1132,1189,M,6,5,65,4.0,3.0,23.0,6.0,3.0,32.0,,,
p15058.htm#i150575,B0,1078,1131,M,4,2,66,4.0,2.0,32.0,5.0,2.0,52.0,,,
p10253.htm#i102529,B34,1249,1300,M,3,15,267,4.0,16.0,226.0,11.0,25.0,397.0,7.0,10.0,171.0
p10547.htm#i105462,B1,1155,1230,M,13,9,256,2.0,1.0,45.0,7.0,4.0,111.0,1.0,1.0,16.0
p35875.htm#i358743,B25,1265,1348,M,1,2,42,,,,1.0,2.0,43.0,,,
p4268.htm#i42672,B4,1258,1307,M,5,10,247,8.0,5.0,231.0,5.0,5.0,110.0,9.0,8.0,288.0
p352.htm#i3520,B112,1274,1314,M,6,10,112,3.0,7.0,83.0,3.0,5.0,43.0,1.0,5.0,31.0
p4266.htm#i42655,B4,1250,1290,M,2,8,127,2.0,3.0,35.0,4.0,4.0,62.0,,,
p33518.htm#i335175,B25,1145,1205,M,2,4,67,4.0,4.0,37.0,4.0,6.0,73.0,2.0,4.0,16.0
p359.htm#i3586,B34,1179,1239,M,7,6,90,6.0,7.0,81.0,8.0,15.0,179.0,,,
p6190.htm#i61896,B12,1256,1318,M,7,2,97,6.0,2.0,48.0,4.0,2.0,48.0,6.0,2.0,58.0
p843.htm#i8423,B0,1174,1234,M,5,7,43,3.0,3.0,13.0,4.0,5.0,47.0,1.0,2.0,6.0
p11403.htm#i114029,B1,1175,1261,M,13,10,287,5.0,4.0,92.0,8.0,6.0,109.0,6.0,2.0,117.0
p11476.htm#i114758,B1,1189,1238,M,3,3,47,2.0,3.0,27.0,4.0,3.0,49.0,,,
p67333.htm#i673322,B16,1048,1110,M,2,2,42,3.0,1.0,20.0,7.0,1.0,27.0,1.0,1.0,14.0
p4266.htm#i42651,B4,1255,1311,M,5,16,182,7.0,4.0,100.0,10.0,5.0,138.0,,,
p46659.htm#i466585,solo_PL113116,1093,1136,M,0,1,0,,,,,,,,,
p67323.htm#i673221,B16,1150,1186,M,11,2,42,,,,2.0,1.0,23.0,,,
p58847.htm#i588467,B16,1150,1198,M,4,3,20,,,,2.0,5.0,44.0,,,
p70421.htm#i704208,B1,1062,1131,M,3,8,143,4.0,6.0,62.0,3.0,5.0,70.0,2.0,5.0,26.0
p10548.htm#i105477,B1,1218,1252,M,7,6,203,6.0,6.0,158.0,10.0,9.0,234.0,9.0,7.0,178.0
p11333.htm#i113326,B4,1080,1130,M,6,7,73,5.0,6.0,82.0,2.0,6.0,50.0,13.0,8.0,161.0
p11406.htm#i114058,B1,1108,1141,M,3,6,112,7.0,5.0,71.0,4.0,4.0,42.0,4.0,7.0,122.0
p58843.htm#i588427,B16,1166,1198,M,3,3,20,2.0,3.0,14.0,3.0,5.0,47.0,1.0,2.0,8.0
p10777.htm#i107765,B26,1215,1215,M,2,9,136,10.0,14.0,218.0,14.0,19.0,272.0,9.0,9.0,235.0
p4268.htm#i42680,B27,1162,1247,M,4,14,150,3.0,4.0,34.0,3.0,4.0,30.0,5.0,4.0,30.0
p4155.htm#i41545,B1,1255,1314,M,2,5,174,5.0,4.0,81.0,7.0,5.0,128.0,1.0,4.0,25.0
p46491.htm#i464906,B4,1049,1112,M,2,7,82,3.0,5.0,52.0,5.0,8.0,91.0,3.0,5.0,63.0
p15004.htm#i150039,B1,1062,1120,M,2,2,15,,,,1.0,1.0,13.0,,,
p899.htm#i8983,B1,1161,1175,M,2,6,99,4.0,7.0,130.0,5.0,9.0,145.0,12.0,7.0,186.0
p60449.htm#i604489,B0,1180,1212,M,3,3,60,2.0,3.0,40.0,4.0,4.0,78.0,,,
p4187.htm#i41865,B1,1157,1196,M,2,8,74,3.0,11.0,79.0,0.0,1.0,0.0,6.0,11.0,140.0
p4298.htm#i42971,B0,1221,1268,M,9,6,233,2.0,3.0,37.0,6.0,3.0,73.0,1.0,1.0,14.0
p12000.htm#i119991,B44,1129,1180,M,2,4,44,2.0,3.0,20.0,4.0,3.0,29.0,,,
p15227.htm#i152264,B1,1164,1238,M,2,2,24,,,,1.0,2.0,69.0,,,
p833.htm#i8324,B0,1202,1270,M,3,7,44,2.0,3.0,12.0,3.0,5.0,32.0,2.0,3.0,6.0
p16084.htm#i160835,B25,1144,1204,M,3,5,50,,,,7.0,8.0,78.0,,,
p10776.htm#i107758,B26,1207,1237,M,3,13,217,9.0,13.0,192.0,13.0,17.0,240.0,9.0,9.0,217.0
p2358.htm#i23572,B3,1204,1230,M,8,11,129,3.0,8.0,59.0,4.0,12.0,84.0,9.0,7.0,72.0
p11529.htm#i115283,B4,1066,1100,M,2,4,59,3.0,4.0,39.0,5.0,8.0,91.0,,,
p67320.htm#i673191,B16,1264,1335,M,4,1,37,5.0,1.0,29.0,7.0,2.0,56.0,,,
p897.htm#i8965,B1,1103,1123,M,2,5,31,2.0,5.0,30.0,3.0,6.0,62.0,1.0,3.0,13.0
p847.htm#i8466,B1,1159,1174,M,2,6,79,7.0,7.0,89.0,7.0,10.0,134.0,5.0,5.0,55.0
p10255.htm#i102543,B38,1268,1300,M,6,11,120,3.0,13.0,167.0,7.0,10.0,113.0,5.0,13.0,233.0
p19078.htm#i190777,B25,1229,1261,M,5,2,48,3.0,2.0,28.0,5.0,4.0,45.0,1.0,1.0,13.0
p67319.htm#i673188,B16,1220,1256,M,9,2,52,3.0,2.0,28.0,3.0,2.0,41.0,2.0,1.0,11.0
p523.htm#i5227,B26,1277,1303,M,3,7,108,3.0,6.0,110.0,3.0,5.0,71.0,10.0,7.0,164.0
p70426.htm#i704256,B27,1059,1102,M,2,6,29,2.0,4.0,20.0,3.0,4.0,33.0,1.0,2.0,10.0
p10787.htm#i107870,B26,1297,1344,M,2,14,121,5.0,12.0,143.0,6.0,9.0,78.0,15.0,17.0,264.0
p923.htm#i9222,B34,1249,1291,M,10,9,106,3.0,8.0,77.0,3.0,5.0,62.0,7.0,8.0,87.0
p15193.htm#i151921,B16,1273,1333,M,2,3,34,,,,2.0,4.0,35.0,,,
p883.htm#i8822,B1,1045,1101,M,7,7,157,3.0,4.0,61.0,2.0,5.0,42.0,6.0,5.0,76.0
p7226.htm#i72259,B34,1266,1312,M,2,4,52,5.0,7.0,90.0,3.0,4.0,39.0,5.0,13.0,191.0
p67255.htm#i672550,B16,1288,1341,M,2,1,23,3.0,1.0,32.0,1.0,1.0,18.0,9.0,2.0,67.0
p11466.htm#i114653,B1,1211,1267,M,9,1,65,3.0,1.0,24.0,4.0,1.0,64.0,1.0,1.0,9.0
p54639.htm#i546383,B15,1283,1347,M,3,2,17,,,,4.0,2.0,18.0,,,
p11527.htm#i115268,B4,1269,1312,M,1,3,37,,,,3.0,4.0,68.0,,,
p70336.htm#i703356,B4,1265,1309,M,4,8,63,3.0,9.0,47.0,3.0,8.0,54.0,3.0,8.0,66.0
p11394.htm#i113937,B1,1140,1189,M,6,5,149,3.0,6.0,113.0,4.0,4.0,93.0,11.0,7.0,134.0
p4284.htm#i42839,B1,1184,1237,M,2,6,37,0.0,1.0,0.0,2.0,6.0,53.0,,,
p404.htm#i4040,B1,1076,1132,M,9,7,129,2.0,6.0,54.0,2.0,4.0,45.0,10.0,8.0,96.0
p11396.htm#i113954,B1,1205,1253,M,7,8,240,5.0,6.0,140.0,9.0,7.0,178.0,9.0,7.0,232.0
p2.htm#i14,B1,1274,1319,M,6,5,159,3.0,5.0,106.0,8.0,6.0,143.0,14.0,4.0,162.0
p10471.htm#i104710,B34,1066,1110,M,9,5,78,3.0,4.0,33.0,1.0,2.0,20.0,9.0,7.0,76.0
p10194.htm#i101932,B34,1256,1257,M,2,13,185,11.0,17.0,264.0,11.0,25.0,400.0,7.0,11.0,208.0
p54621.htm#i546202,B15,1151,1213,M,3,2,20,,,,1.0,1.0,4.0,,,
p66334.htm#i663333,B0,1223,1276,M,2,5,50,3.0,5.0,29.0,5.0,8.0,68.0,2.0,3.0,16.0
p4311.htm#i43101,B0,1297,1349,M,2,11,112,4.0,5.0,91.0,4.0,5.0,114.0,6.0,7.0,168.0
p4195.htm#i41946,B44,1266,1333,M,2,9,112,5.0,7.0,97.0,5.0,9.0,175.0,7.0,8.0,121.0
p11474.htm#i114735,B1,1136,1196,M,1,3,29,,,,2.0,3.0,42.0,,,
p10288.htm#i102872,B26,1143,1214,M,13,18,301,6.0,13.0,135.0,6.0,12.0,139.0,7.0,13.0,125.0
p11300.htm#i112991,B1,1135,1161,M,2,3,49,5.0,4.0,42.0,7.0,4.0,59.0,1.0,2.0,22.0
p4178.htm#i41777,B34,1254,1322,M,3,11,60,3.0,13.0,162.0,1.0,6.0,46.0,6.0,22.0,375.0
p4893.htm#i48922,B34,1253,1260,M,2,7,59,3.0,7.0,88.0,4.0,9.0,92.0,5.0,7.0,90.0
p56833.htm#i568322,B112,1253,1309,M,7,11,99,3.0,9.0,87.0,3.0,6.0,55.0,7.0,9.0,92.0
p11406.htm#i114056,B4,1066,1112,M,7,5,85,3.0,4.0,39.0,5.0,8.0,91.0,,,
p514.htm#i5132,B26,1188,1248,M,4,7,99,2.0,11.0,97.0,5.0,7.0,53.0,9.0,15.0,188.0
p10288.htm#i102876,B1,1268,1299,M,6,14,188,5.0,6.0,164.0,5.0,4.0,94.0,9.0,8.0,234.0
p10463.htm#i104626,B4,1185,1223,M,8,7,153,3.0,5.0,78.0,3.0,5.0,92.0,7.0,5.0,108.0
p11359.htm#i113590,B34,1058,1111,M,3,7,144,2.0,4.0,57.0,9.0,8.0,114.0,,,
p51099.htm#i510984,B15,1176,1236,M,2,1,6,,,,1.0,1.0,4.0,,,
p19079.htm#i190787,B34,1256,1316,M,1,7,102,,,,6.0,16.0,278.0,,,
p54638.htm#i546379,B15,1213,1283,M,5,2,24,2.0,1.0,10.0,3.0,1.0,13.0,1.0,1.0,6.0
p52790.htm#i527895,B12,1288,1356,M,4,16,171,6.0,10.0,162.0,6.0,9.0,140.0,8.0,10.0,253.0
p844.htm#i8431,B0,1200,1230,M,2,4,26,1.0,1.0,2.0,2.0,4.0,28.0,2.0,1.0,2.0
p10216.htm#i102155,B26,1074,1106,M,2,10,99,6.0,6.0,69.0,10.0,7.0,77.0,6.0,7.0,88.0
p57107.htm#i571070,B26,1182,1228,M,5,1,11,,,,1.0,2.0,9.0,,,
p22389.htm#i223883,B27,1286,1357,M,3,2,16,2.0,1.0,7.0,3.0,1.0,9.0,1.0,1.0,6.0
p4893.htm#i48924,B34,1260,1302,M,2,7,63,7.0,8.0,112.0,8.0,10.0,116.0,5.0,8.0,101.0
p15562.htm#i155611,B25,1242,1286,M,2,3,29,,,,1.0,1.0,15.0,,,
p11997.htm#i119965,B44,1118,1139,M,2,4,26,2.0,2.0,17.0,3.0,3.0,23.0,1.0,1.0,8.0
p842.htm#i8418,B0,1144,1219,M,2,5,54,4.0,5.0,59.0,4.0,4.0,34.0,6.0,6.0,96.0
p33374.htm#i333734,B25,1290,1345,M,3,3,11,,,,1.0,3.0,22.0,,,
p2569.htm#i25689,B1,1293,1340,M,7,9,119,3.0,4.0,63.0,5.0,5.0,129.0,,,
p17014.htm#i170139,B27,1260,1320,M,4,6,37,1.0,3.0,23.0,3.0,8.0,72.0,,,
p11399.htm#i113986,B1,1267,1322,M,19,8,287,6.0,4.0,179.0,6.0,7.0,228.0,5.0,5.0,145.0
p58367.htm#i583665,B0,1250,1327,M,5,3,112,3.0,3.0,78.0,1.0,1.0,30.0,10.0,3.0,103.0
p40652.htm#i406519,B36,1287,1297,M,2,3,33,4.0,5.0,52.0,4.0,4.0,35.0,5.0,8.0,77.0
p11410.htm#i114091,B34,1031,1101,M,14,11,185,7.0,9.0,169.0,11.0,7.0,86.0,16.0,15.0,298.0
p842.htm#i8419,B0,1144,1213,M,2,5,54,4.0,5.0,59.0,4.0,4.0,34.0,6.0,6.0,96.0
p11394.htm#i113939,B1,1130,1161,M,7,6,109,1.0,1.0,18.0,3.0,2.0,42.0,,,
p53231.htm#i532307,B0,1275,1340,M,5,4,76,1.0,1.0,17.0,3.0,1.0,32.0,,,
p11335.htm#i113350,B4,1291,1343,M,5,10,100,3.0,3.0,52.0,6.0,7.0,104.0,,,
p58995.htm#i589944,B26,1042,1118,M,2,5,38,,,,2.0,8.0,66.0,,,
p10521.htm#i105204,B4,1256,1317,M,9,7,258,12.0,8.0,189.0,12.0,6.0,219.0,7.0,11.0,208.0
p4290.htm#i42899,B0,1226,1275,M,9,6,187,4.0,8.0,139.0,9.0,6.0,122.0,11.0,9.0,196.0
p11414.htm#i114140,B1,1245,1269,M,3,3,139,7.0,4.0,103.0,8.0,4.0,141.0,4.0,5.0,103.0
p11996.htm#i119954,B44,1100,1159,M,9,6,53,1.0,3.0,16.0,3.0,6.0,31.0,,,
p61900.htm#i619000,B0,1249,1310,M,4,1,42,4.0,1.0,36.0,4.0,1.0,46.0,4.0,1.0,37.0
p26767.htm#i267664,B25,1270,1335,M,4,2,42,3.0,1.0,18.0,5.0,1.0,31.0,,,
p62944.htm#i629435,B0,1167,1210,M,2,10,119,6.0,13.0,158.0,6.0,10.0,101.0,11.0,16.0,199.0
p4290.htm#i42896,B0,1256,1305,M,15,6,202,4.0,3.0,96.0,4.0,6.0,122.0,5.0,2.0,92.0
p10466.htm#i104659,B34,1086,1144,M,3,13,128,,,,,,,,,
p4271.htm#i42707,B34,1187,1245,M,3,10,186,4.0,7.0,55.0,4.0,4.0,33.0,5.0,11.0,143.0
p64202.htm#i642012,B36,1255,1316,M,2,6,64,2.0,3.0,24.0,3.0,6.0,42.0,2.0,2.0,17.0
p16084.htm#i160838,B25,1269,1317,M,8,5,60,2.0,1.0,19.0,4.0,2.0,39.0,1.0,1.0,10.0
p4155.htm#i41542,B1,1255,1281,M,2,5,106,5.0,4.0,81.0,7.0,5.0,128.0,1.0,4.0,25.0
p10251.htm#i102501,B0,1074,1140,M,8,14,238,5.0,4.0,58.0,6.0,5.0,94.0,1.0,2.0,19.0
p10777.htm#i107769,B26,1292,1338,M,2,15,112,4.0,11.0,159.0,6.0,9.0,125.0,10.0,17.0,319.0
p66239.htm#i662383,B26,1294,1322,M,2,2,37,2.0,2.0,33.0,3.0,1.0,50.0,5.0,4.0,47.0
p10769.htm#i107681,B26,1089,1149,M,3,3,27,1.0,8.0,32.0,0.0,1.0,0.0,10.0,10.0,79.0
p10464.htm#i104633,B4,1184,1239,M,2,12,215,8.0,20.0,229.0,8.0,12.0,138.0,20.0,32.0,426.0
p4217.htm#i42162,B34,1160,1203,M,2,4,33,2.0,12.0,86.0,0.0,1.0,0.0,4.0,16.0,130.0
p11303.htm#i113028,B1,1168,1205,M,1,1,22,,,,2.0,1.0,33.0,,,
p1961.htm#i19604,B26,1170,1248,M,4,5,36,1.0,1.0,2.0,2.0,3.0,15.0,2.0,1.0,2.0
p41221.htm#i412204,B34,1132,1184,M,3,9,86,5.0,8.0,77.0,2.0,8.0,47.0,7.0,10.0,86.0
p15487.htm#i154869,B25,1142,1202,M,1,5,50,,,,3.0,8.0,73.0,,,
p22038.htm#i220376,B0,1170,1216,M,2,9,133,4.0,11.0,180.0,3.0,7.0,118.0,11.0,12.0,259.0
p783.htm#i7823,B1,1215,1266,M,4,5,155,6.0,2.0,89.0,7.0,4.0,104.0,7.0,4.0,139.0
p4212.htm#i42112,B0,1064,1127,M,2,6,124,8.0,6.0,94.0,4.0,8.0,161.0,1.0,5.0,37.0
p2.htm#i11,B1,1300,1327,M,3,5,81,3.0,3.0,62.0,3.0,4.0,131.0,7.0,2.0,38.0
p11998.htm#i119980,B34,1042,1102,M,3,6,48,3.0,4.0,25.0,3.0,3.0,16.0,2.0,4.0,24.0
p4218.htm#i42174,B27,1166,1203,M,2,8,97,3.0,13.0,162.0,3.0,9.0,134.0,10.0,16.0,287.0
p56833.htm#i568326,B112,1278,1335,M,3,11,85,3.0,6.0,40.0,3.0,7.0,64.0,2.0,6.0,26.0
p903.htm#i9029,B1,1237,1294,M,2,5,34,4.0,5.0,14.0,4.0,7.0,47.0,2.0,3.0,9.0
p22869.htm#i228687,B34,1262,1335,M,4,5,96,6.0,7.0,63.0,6.0,4.0,46.0,2.0,7.0,56.0
p19586.htm#i195857,B25,1230,1286,M,2,7,139,6.0,10.0,126.0,4.0,6.0,104.0,5.0,10.0,117.0
p11343.htm#i113430,B4,1254,1283,M,3,4,156,4.0,5.0,173.0,10.0,5.0,172.0,14.0,8.0,225.0
p774.htm#i7733,B1,1270,1308,M,7,5,165,7.0,6.0,115.0,7.0,4.0,137.0,4.0,7.0,178.0
p10253.htm#i102523,B34,1168,1214,M,2,21,262,3.0,7.0,45.0,18.0,27.0,344.0,,,
p58995.htm#i589946,B26,1102,1160,M,1,2,10,,,,1.0,4.0,9.0,,,
p11474.htm#i114740,B1,1110,1171,M,2,3,55,,,,3.0,5.0,70.0,,,
p4049.htm#i40484,B34,1086,1148,M,3,5,29,0.0,1.0,0.0,2.0,5.0,39.0,,,
p70422.htm#i704218,B34,1050,1104,M,4,8,79,5.0,4.0,28.0,5.0,3.0,19.0,2.0,4.0,27.0
p59444.htm#i594436,B0,1218,1285,M,2,4,143,5.0,6.0,130.0,5.0,6.0,98.0,11.0,7.0,204.0
p67334.htm#i673334,B16,1205,1263,M,2,2,31,3.0,2.0,33.0,1.0,2.0,23.0,6.0,2.0,43.0
p4205.htm#i42046,B1,1268,1308,M,4,3,87,2.0,2.0,7.0,3.0,3.0,12.0,,,
p4035.htm#i40344,B1,1243,1309,M,4,6,243,10.0,7.0,177.0,12.0,6.0,173.0,12.0,9.0,297.0
p11452.htm#i114519,B4,1281,1307,M,2,6,139,9.0,4.0,143.0,9.0,6.0,189.0,9.0,4.0,143.0
p508.htm#i5079,B34,1073,1106,M,2,12,98,3.0,10.0,66.0,6.0,11.0,109.0,5.0,7.0,32.0
p19832.htm#i198311,B26,1212,1268,M,2,1,19,,,,2.0,4.0,28.0,,,
p10249.htm#i102485,B26,1174,1234,M,9,11,146,2.0,4.0,33.0,4.0,4.0,40.0,2.0,4.0,33.0
p24827.htm#i248270,B4,1158,1222,M,2,8,154,5.0,8.0,106.0,5.0,9.0,169.0,7.0,8.0,124.0
p40592.htm#i405917,B36,1230,1291,M,3,6,63,4.0,4.0,51.0,5.0,4.0,38.0,,,
p11336.htm#i113356,B4,1261,1325,M,5,8,176,4.0,5.0,128.0,7.0,7.0,162.0,16.0,5.0,199.0
