person_id,bloc,birth,death,sex,deg,n_dyn_4hop,n_nodes_4hop,mother_pre_deg,mother_n_dyn_4hop,mother_n_nodes_4hop,father_pre_deg,father_n_dyn_4hop,father_n_nodes_4hop,mgf_pre_deg,mgf_n_dyn_4hop,mgf_n_nodes_4hop
p10458.htm#i104572,B4,1269,1312,M,2,6,166,7.0,14.0,242.0,6.0,8.0,125.0,12.0,25.0,462.0
p33519.htm#i335186,B25,1290,1309,M,2,7,82,5.0,10.0,111.0,4.0,6.0,80.0,10.0,13.0,157.0
p10217.htm#i102161,B4,1099,1171,M,2,9,178,13.0,13.0,172.0,14.0,9.0,125.0,13.0,16.0,242.0
p10463.htm#i104622,B4,1199,1199,M,2,9,153,7.0,22.0,292.0,9.0,12.0,228.0,20.0,35.0,508.0
p60229.htm#i602285,B3,1299,1359,M,2,1,6,,,,1.0,1.0,4.0,,,
p11527.htm#i115270,B4,1118,1162,M,4,4,110,3.0,2.0,24.0,4.0,4.0,58.0,2.0,1.0,11.0
p61481.htm#i614810,B34,1100,1191,M,7,7,213,5.0,5.0,48.0,1.0,2.0,21.0,7.0,8.0,97.0
p4072.htm#i40711,B11,1279,1300,M,2,4,111,7.0,8.0,228.0,9.0,4.0,114.0,13.0,12.0,357.0
p11304.htm#i113031,B1,1204,1263,M,10,4,95,1.0,1.0,21.0,3.0,1.0,43.0,,,
p4267.htm#i42663,B4,1265,1337,M,3,16,251,5.0,6.0,131.0,14.0,5.0,153.0,8.0,6.0,195.0
p67321.htm#i673207,B16,1120,1176,M,2,1,34,2.0,1.0,18.0,3.0,2.0,26.0,1.0,1.0,7.0
p61959.htm#i619583,B38,1274,1334,M,1,4,30,,,,1.0,1.0,8.0,,,
p26767.htm#i267668,B25,1270,1345,M,6,4,61,3.0,1.0,18.0,5.0,1.0,31.0,,,
p66332.htm#i663316,B27,1147,1214,M,2,6,33,2.0,6.0,53.0,1.0,5.0,27.0,10.0,7.0,114.0
p795.htm#i7950,B0,1168,1222,M,6,10,206,7.0,13.0,159.0,7.0,10.0,102.0,11.0,16.0,201.0
p46547.htm#i465461,B34,1066,1117,M,2,3,40,3.0,4.0,33.0,1.0,2.0,20.0,9.0,7.0,76.0
p26747.htm#i267467,B26,1100,1166,M,3,3,35,,,,4.0,8.0,42.0,,,
p4250.htm#i42500,B1,1267,1290,M,3,5,116,3.0,4.0,54.0,7.0,6.0,110.0,,,
p3784.htm#i37833,B4,1283,1320,M,2,3,131,,,,7.0,7.0,239.0,,,
p666.htm#i6659,B4,1244,1263,M,2,6,76,3.0,6.0,85.0,7.0,7.0,164.0,1.0,3.0,31.0
p1935.htm#i19347,B36,1277,1318,M,8,4,54,3.0,8.0,84.0,3.0,3.0,39.0,7.0,8.0,117.0
p10470.htm#i104696,B34,1105,1187,M,2,16,300,5.0,12.0,78.0,24.0,19.0,265.0,1.0,6.0,33.0
p4245.htm#i42442,B0,1060,1115,M,7,6,81,4.0,1.0,11.0,6.0,2.0,12.0,,,
p36859.htm#i368588,B34,1110,1166,M,5,12,135,8.0,10.0,112.0,3.0,7.0,42.0,4.0,11.0,148.0
p70165.htm#i701648,B6,1176,1232,M,4,2,35,4.0,1.0,21.0,3.0,2.0,20.0,4.0,1.0,19.0
p903.htm#i9028,B1,1234,1292,M,2,5,34,3.0,5.0,13.0,3.0,7.0,46.0,2.0,3.0,8.0
p15193.htm#i151924,B16,1298,1353,M,1,2,17,,,,1.0,3.0,30.0,,,
p10529.htm#i105285,B26,1096,1153,M,9,10,140,3.0,11.0,76.0,3.0,8.0,101.0,10.0,10.0,86.0
p11408.htm#i114077,B1,1132,1163,M,2,3,40,3.0,1.0,30.0,5.0,2.0,54.0,,,
p4254.htm#i42539,B0,1146,1208,M,3,5,126,8.0,5.0,133.0,8.0,5.0,117.0,8.0,6.0,156.0
p4200.htm#i41997,B4,1267,1330,M,11,18,302,7.0,8.0,160.0,16.0,6.0,183.0,8.0,8.0,205.0
p11462.htm#i114616,B1,1190,1239,M,7,2,71,2.0,2.0,53.0,3.0,2.0,110.0,1.0,1.0,16.0
p10194.htm#i101931,B34,1251,1256,M,2,13,185,9.0,17.0,246.0,9.0,25.0,380.0,7.0,10.0,186.0
p4186.htm#i41857,B1,1256,1285,M,2,3,74,3.0,7.0,117.0,1.0,3.0,38.0,12.0,9.0,260.0
p10548.htm#i105472,B1,1200,1255,M,2,7,182,3.0,13.0,224.0,5.0,9.0,196.0,16.0,14.0,301.0
p534.htm#i5333,B1,1250,1318,M,6,8,303,12.0,7.0,213.0,14.0,7.0,215.0,12.0,9.0,319.0
p3204.htm#i32039,B27,1270,1315,M,11,17,247,8.0,7.0,150.0,7.0,5.0,97.0,7.0,7.0,186.0
p10465.htm#i104644,B34,1177,1177,M,2,10,121,4.0,12.0,234.0,3.0,19.0,217.0,11.0,19.0,382.0
p11395.htm#i113945,B1,1158,1195,M,4,7,131,3.0,7.0,73.0,3.0,10.0,122.0,12.0,4.0,62.0
p4165.htm#i41650,B34,1080,1140,M,4,13,139,1.0,3.0,14.0,3.0,3.0,36.0,,,
p894.htm#i8931,solo_PL2934,1054,1114,M,1,3,13,,,,,,,,,
p10916.htm#i109156,B26,1236,1297,M,8,11,147,3.0,2.0,50.0,2.0,2.0,34.0,11.0,4.0,78.0
p55670.htm#i556697,B26,1267,1327,M,1,2,28,,,,2.0,4.0,34.0,,,
p61057.htm#i610570,B3,1281,1336,M,6,2,19,2.0,1.0,10.0,3.0,1.0,13.0,1.0,1.0,7.0
p11286.htm#i112856,B1,1085,1138,M,12,5,142,3.0,4.0,49.0,5.0,5.0,82.0,3.0,2.0,33.0
p10485.htm#i104848,B34,1291,1314,M,3,17,242,4.0,9.0,241.0,6.0,11.0,233.0,21.0,14.0,388.0
p11469.htm#i114688,B1,1276,1339,M,2,3,43,2.0,1.0,25.0,3.0,1.0,42.0,1.0,1.0,12.0
p377.htm#i3761,B34,1069,1125,M,3,5,61,,,,,,,,,
p70422.htm#i704213,B34,1045,1105,M,2,7,50,,,,,,,,,
p407.htm#i4070,B34,1155,1166,M,2,7,85,4.0,9.0,123.0,4.0,14.0,166.0,6.0,13.0,148.0
p775.htm#i7748,B1,1295,1318,M,2,4,121,5.0,5.0,151.0,5.0,4.0,195.0,6.0,5.0,149.0
p10296.htm#i102959,B27,1282,1329,M,4,5,49,3.0,9.0,68.0,3.0,3.0,32.0,2.0,9.0,66.0
p358.htm#i3574,B26,1267,1301,M,8,13,100,5.0,8.0,86.0,3.0,7.0,76.0,10.0,12.0,141.0
p15169.htm#i151689,B36,1225,1285,M,11,9,102,2.0,5.0,30.0,3.0,8.0,59.0,2.0,3.0,13.0
p10773.htm#i107729,B4,1119,1179,M,4,9,82,3.0,6.0,42.0,3.0,9.0,111.0,7.0,5.0,26.0
p4186.htm#i41851,B0,1265,1324,M,5,2,111,3.0,1.0,32.0,3.0,1.0,64.0,2.0,1.0,12.0
p64038.htm#i640371,B26,1300,1346,M,4,6,59,3.0,3.0,65.0,2.0,1.0,22.0,3.0,4.0,85.0
p59549.htm#i595486,B3,1250,1306,M,5,7,84,6.0,9.0,86.0,4.0,11.0,129.0,14.0,4.0,58.0
p11405.htm#i114043,B1,1174,1199,M,2,4,67,3.0,7.0,94.0,3.0,7.0,113.0,7.0,6.0,123.0
p48888.htm#i488880,B0,1253,1302,M,7,5,154,4.0,3.0,135.0,6.0,5.0,141.0,5.0,4.0,165.0
p38907.htm#i389068,B3,1271,1331,M,3,4,36,2.0,8.0,96.0,1.0,4.0,34.0,8.0,12.0,215.0
p10781.htm#i107810,B4,1225,1305,M,20,11,345,7.0,4.0,109.0,4.0,4.0,48.0,5.0,9.0,197.0
p4097.htm#i40966,B1,1230,1298,M,4,2,155,11.0,3.0,122.0,12.0,4.0,127.0,7.0,5.0,187.0
p58174.htm#i581732,B27,1126,1162,M,4,6,83,3.0,5.0,82.0,3.0,6.0,73.0,5.0,6.0,107.0
p1290.htm#i12899,B36,1110,1194,M,11,6,92,3.0,8.0,50.0,3.0,4.0,29.0,7.0,9.0,81.0
p60459.htm#i604584,B0,1300,1364,M,4,5,44,1.0,2.0,13.0,3.0,3.0,46.0,,,
p10209.htm#i102089,B26,1274,1329,M,15,19,271,12.0,6.0,120.0,13.0,11.0,174.0,3.0,5.0,77.0
p70430.htm#i704292,B34,1121,1144,M,2,7,98,5.0,6.0,105.0,5.0,6.0,123.0,8.0,7.0,142.0
p15042.htm#i150413,B4,1110,1144,M,3,4,49,3.0,3.0,31.0,3.0,7.0,57.0,3.0,3.0,15.0
p60994.htm#i609938,B3,1272,1331,M,2,3,29,3.0,2.0,22.0,4.0,3.0,42.0,1.0,1.0,7.0
p10775.htm#i107749,B26,1189,1246,M,2,11,160,5.0,11.0,132.0,8.0,16.0,190.0,9.0,8.0,155.0
p5782.htm#i57817,B38,1295,1322,M,3,7,46,3.0,3.0,26.0,2.0,2.0,13.0,4.0,3.0,26.0
p60448.htm#i604478,B0,1140,1221,M,11,5,166,2.0,3.0,42.0,5.0,4.0,87.0,,,
p660.htm#i6591,B26,1172,1239,M,3,4,32,3.0,2.0,16.0,4.0,2.0,13.0,4.0,2.0,18.0
p11414.htm#i114135,B1,1166,1232,M,3,2,54,,,,1.0,3.0,44.0,,,
p4177.htm#i41769,B3,1271,1332,M,2,12,120,6.0,11.0,156.0,6.0,13.0,126.0,14.0,17.0,251.0
p60449.htm#i604483,B0,1145,1225,M,4,1,31,1.0,1.0,27.0,3.0,2.0,61.0,,,
p846.htm#i8454,B0,1238,1310,M,3,7,32,4.0,6.0,20.0,4.0,6.0,31.0,2.0,5.0,17.0
p11408.htm#i114078,B1,1131,1165,M,3,5,67,2.0,1.0,29.0,4.0,2.0,53.0,,,
p11478.htm#i114780,B1,1248,1309,M,4,1,44,4.0,1.0,36.0,5.0,1.0,49.0,4.0,1.0,28.0
p35874.htm#i358739,B25,1235,1346,M,3,3,75,,,,8.0,4.0,48.0,,,
p247.htm#i2470,B44,1265,1326,M,2,5,68,3.0,3.0,29.0,5.0,5.0,71.0,1.0,3.0,13.0
p10468.htm#i104676,B34,1103,1157,M,6,16,304,7.0,3.0,14.0,19.0,15.0,223.0,2.0,3.0,15.0
p10680.htm#i106793,B27,1172,1232,M,3,10,199,4.0,6.0,62.0,5.0,6.0,105.0,3.0,5.0,51.0
p60230.htm#i602297,B3,1120,1224,M,2,1,5,,,,1.0,1.0,6.0,,,
p11460.htm#i114594,B1,1138,1194,M,5,3,129,7.0,3.0,91.0,11.0,5.0,141.0,1.0,1.0,43.0
p10239.htm#i102385,B4,1294,1328,M,7,7,189,4.0,9.0,184.0,4.0,5.0,200.0,5.0,10.0,191.0
p59337.htm#i593369,B0,1050,1118,M,2,2,41,1.0,1.0,8.0,3.0,1.0,13.0,,,
p73005.htm#i730046,B34,1270,1333,M,4,7,61,3.0,5.0,37.0,4.0,8.0,88.0,4.0,4.0,22.0
p4216.htm#i42155,B34,1174,1230,M,6,7,137,4.0,6.0,133.0,4.0,14.0,225.0,7.0,8.0,143.0
p43905.htm#i439048,B38,1191,1241,M,6,9,77,3.0,5.0,41.0,3.0,5.0,32.0,8.0,5.0,52.0
p10543.htm#i105430,B1,1062,1134,M,5,8,138,,,,10.0,7.0,124.0,,,
p10682.htm#i106814,B34,1231,1304,M,8,18,339,9.0,13.0,218.0,5.0,14.0,229.0,12.0,13.0,247.0
p11480.htm#i114798,B1,1246,1304,M,4,2,45,3.0,1.0,26.0,5.0,1.0,41.0,1.0,1.0,16.0
p11367.htm#i113670,B4,1290,1329,M,5,8,75,1.0,5.0,50.0,3.0,7.0,141.0,,,
p10772.htm#i107715,B26,1117,1178,M,2,8,77,4.0,5.0,57.0,5.0,7.0,109.0,3.0,3.0,26.0
p1700.htm#i16995,B27,1134,1190,M,6,9,116,3.0,8.0,62.0,4.0,10.0,94.0,3.0,5.0,37.0
p10914.htm#i109134,B26,1161,1210,M,5,2,48,4.0,3.0,26.0,4.0,4.0,36.0,2.0,2.0,19.0
p68851.htm#i688501,B0,1240,1300,M,4,1,9,1.0,1.0,6.0,2.0,1.0,8.0,,,
p2953.htm#i29527,B44,1252,1327,M,7,10,81,2.0,3.0,24.0,4.0,4.0,63.0,1.0,3.0,9.0
p60129.htm#i601285,B38,1163,1213,M,4,6,38,2.0,2.0,8.0,2.0,2.0,14.0,0.0,1.0,0.0
p15843.htm#i158422,B34,1030,1101,M,3,7,43,,,,,,,,,
p10768.htm#i107678,B26,1089,1149,M,3,3,27,1.0,8.0,32.0,0.0,1.0,0.0,10.0,10.0,79.0
p15190.htm#i151891,B11,1265,1325,M,5,4,92,5.0,10.0,91.0,3.0,8.0,51.0,6.0,6.0,94.0
p68850.htm#i688498,B0,1145,1211,M,4,1,15,1.0,1.0,11.0,3.0,3.0,30.0,,,
p10545.htm#i105450,B229,1064,1124,M,1,2,13,,,,,,,,,
p10191.htm#i101907,B34,1266,1271,M,2,4,136,5.0,6.0,194.0,5.0,13.0,266.0,17.0,9.0,276.0
p10786.htm#i107853,B1,1278,1318,M,5,7,149,4.0,5.0,123.0,4.0,4.0,124.0,15.0,6.0,197.0
p63.htm#i621,B3,1113,1164,M,2,4,23,3.0,3.0,16.0,2.0,2.0,8.0,1.0,2.0,8.0
p19828.htm#i198280,B26,1120,1156,M,2,4,32,,,,2.0,3.0,27.0,,,
p15186.htm#i151858,B38,1279,1311,M,3,7,70,3.0,7.0,45.0,1.0,3.0,20.0,4.0,9.0,54.0
p58972.htm#i589716,B0,1286,1353,M,3,9,136,6.0,2.0,77.0,7.0,1.0,89.0,8.0,3.0,132.0
p10216.htm#i102157,B26,1085,1153,M,7,12,189,10.0,9.0,103.0,14.0,10.0,120.0,6.0,8.0,100.0
p15007.htm#i150066,B15,1084,1136,M,1,1,7,,,,2.0,1.0,8.0,,,
p11467.htm#i114664,B1,1267,1306,M,5,2,55,4.0,1.0,39.0,8.0,1.0,64.0,1.0,1.0,21.0
p11430.htm#i114294,B0,1132,1191,M,4,11,209,4.0,14.0,155.0,5.0,10.0,147.0,10.0,16.0,207.0
p39200.htm#i391998,B6,1069,1129,M,4,2,19,1.0,2.0,14.0,3.0,2.0,22.0,,,
p24827.htm#i248267,B4,1215,1282,M,5,5,105,7.0,4.0,57.0,8.0,8.0,147.0,1.0,2.0,18.0
p67333.htm#i673326,B16,1088,1123,M,3,3,41,2.0,3.0,52.0,3.0,3.0,47.0,6.0,4.0,68.0
p70350.htm#i703499,B25,1230,1294,M,2,8,86,1.0,7.0,47.0,7.0,10.0,126.0,,,
p10467.htm#i104667,B220,1116,1176,M,2,4,41,4.0,13.0,78.0,1.0,4.0,31.0,1.0,4.0,31.0
p10310.htm#i103092,B4,1081,1137,M,11,10,192,3.0,7.0,94.0,4.0,12.0,160.0,7.0,6.0,82.0
p51068.htm#i510680,B26,1262,1317,M,7,4,63,4.0,4.0,98.0,3.0,3.0,49.0,4.0,5.0,98.0
p40568.htm#i405674,B34,1267,1327,M,3,5,61,0.0,1.0,0.0,4.0,11.0,154.0,,,
p4098.htm#i40975,B1,1260,1316,M,6,3,139,3.0,3.0,100.0,3.0,2.0,125.0,9.0,5.0,137.0
p365.htm#i3647,B0,1210,1234,M,7,6,144,4.0,6.0,96.0,5.0,10.0,184.0,10.0,7.0,113.0
p895.htm#i8948,B1,1047,1116,M,3,6,34,0.0,1.0,0.0,2.0,7.0,36.0,,,
p1901.htm#i19010,B34,1170,1198,M,2,6,36,1.0,5.0,21.0,3.0,6.0,65.0,,,
p39325.htm#i393248,B6,1260,1326,M,5,10,79,1.0,4.0,21.0,4.0,5.0,43.0,,,
p4298.htm#i42973,B0,1205,1242,M,5,4,142,6.0,3.0,161.0,7.0,4.0,139.0,12.0,5.0,202.0
p67325.htm#i673246,B16,1156,1216,M,6,2,51,1.0,1.0,5.0,1.0,1.0,13.0,2.0,1.0,8.0
p65590.htm#i655896,B25,1300,1338,M,2,4,58,3.0,3.0,46.0,3.0,5.0,80.0,4.0,3.0,56.0
p39903.htm#i399022,B26,1257,1312,M,5,5,107,2.0,4.0,45.0,4.0,5.0,75.0,2.0,2.0,16.0
p898.htm#i8978,B1,1128,1185,M,6,10,162,3.0,9.0,73.0,3.0,7.0,52.0,4.0,7.0,83.0
p11476.htm#i114752,B1,1194,1229,M,2,3,46,4.0,3.0,34.0,6.0,3.0,56.0,,,
p882.htm#i8817,B26,1115,1168,M,2,8,92,,,,3.0,15.0,152.0,,,
p11403.htm#i114028,B1,1156,1217,M,7,4,146,4.0,5.0,123.0,3.0,2.0,68.0,8.0,6.0,185.0
p60134.htm#i601339,B38,1268,1308,M,3,10,91,3.0,13.0,167.0,7.0,10.0,113.0,5.0,13.0,233.0
p4155.htm#i41544,B1,1255,1313,M,2,5,172,5.0,4.0,81.0,7.0,5.0,128.0,1.0,4.0,25.0
p16860.htm#i168593,B3,1265,1325,M,1,4,25,,,,2.0,8.0,55.0,,,
p11343.htm#i113423,B4,1230,1304,M,3,7,210,8.0,5.0,128.0,10.0,8.0,167.0,7.0,6.0,196.0
p40565.htm#i405650,B34,1182,1238,M,8,7,53,4.0,3.0,23.0,4.0,7.0,49.0,2.0,1.0,12.0
p24822.htm#i248212,B34,1077,1137,M,2,4,37,2.0,4.0,19.0,4.0,6.0,40.0,2.0,2.0,11.0
p68959.htm#i689583,B36,1152,1194,M,2,3,57,2.0,3.0,37.0,5.0,5.0,62.0,1.0,2.0,18.0
p11413.htm#i114121,B1,1265,1301,M,5,4,118,2.0,3.0,49.0,3.0,5.0,141.0,1.0,2.0,15.0
p67216.htm#i672155,B16,1130,1181,M,5,1,37,4.0,1.0,20.0,5.0,2.0,28.0,1.0,1.0,9.0
p4176.htm#i41760,B3,1300,1363,M,2,4,26,,,,2.0,8.0,59.0,,,
p55518.htm#i555177,B0,1300,1331,M,4,5,90,3.0,3.0,43.0,3.0,3.0,82.0,7.0,4.0,77.0
p10461.htm#i104601,B34,1170,1226,M,9,23,320,,,,19.0,27.0,346.0,,,
p26262.htm#i262620,B202,1293,1348,M,4,15,116,4.0,9.0,134.0,,,,15.0,14.0,246.0
p11461.htm#i114609,B1,1167,1231,M,3,2,133,5.0,4.0,107.0,11.0,3.0,153.0,5.0,6.0,128.0
p10469.htm#i104682,B25,1110,1173,M,8,8,98,8.0,14.0,78.0,5.0,6.0,41.0,2.0,6.0,43.0
p4204.htm#i42039,B4,1292,1315,M,2,7,153,14.0,4.0,163.0,14.0,6.0,207.0,9.0,4.0,164.0
p56020.htm#i560191,B26,1255,1315,M,2,1,15,,,,2.0,1.0,10.0,,,
p904.htm#i9037,B1,1242,1284,M,2,7,114,3.0,5.0,145.0,2.0,5.0,28.0,10.0,7.0,205.0
p10312.htm#i103112,B4,1121,1175,M,2,8,190,5.0,6.0,128.0,5.0,7.0,139.0,5.0,5.0,78.0
p10260.htm#i102593,B3,1055,1137,M,8,5,53,2.0,1.0,6.0,2.0,2.0,8.0,1.0,1.0,4.0
p16859.htm#i168589,B3,1229,1282,M,2,8,58,2.0,7.0,31.0,4.0,10.0,81.0,,,
p10282.htm#i102812,solo_PL6672,1252,1309,M,2,3,9,,,,2.0,4.0,17.0,,,
p10153.htm#i101521,B34,1190,1231,M,3,15,218,6.0,7.0,58.0,6.0,4.0,38.0,5.0,11.0,145.0
p67216.htm#i672154,B16,1068,1109,M,2,2,26,1.0,2.0,22.0,3.0,2.0,27.0,,,
p10204.htm#i102039,B4,1096,1154,M,13,10,254,12.0,13.0,171.0,13.0,9.0,124.0,13.0,16.0,241.0
p40547.htm#i405466,B3,1255,1311,M,3,9,102,6.0,8.0,129.0,6.0,10.0,120.0,8.0,11.0,172.0
p10686.htm#i106851,B34,1236,1262,M,2,7,78,4.0,9.0,136.0,3.0,7.0,66.0,9.0,11.0,192.0
p4296.htm#i42952,B0,1285,1348,M,3,4,105,3.0,1.0,81.0,3.0,2.0,69.0,11.0,4.0,146.0
p4179.htm#i41784,B16,1220,1250,M,5,6,115,3.0,7.0,104.0,2.0,5.0,42.0,7.0,13.0,278.0
p10179.htm#i101790,B4,1238,1265,M,2,12,178,4.0,22.0,323.0,3.0,13.0,167.0,22.0,34.0,577.0
p67136.htm#i671359,B25,1206,1260,M,4,11,143,4.0,8.0,99.0,1.0,6.0,42.0,12.0,7.0,84.0
p4722.htm#i47217,B34,1251,1276,M,3,11,63,4.0,11.0,78.0,4.0,7.0,43.0,7.0,15.0,173.0
p19828.htm#i198275,B26,1093,1137,M,2,3,34,1.0,3.0,19.0,4.0,4.0,41.0,,,
p4204.htm#i42038,B4,1284,1288,M,2,4,89,11.0,4.0,149.0,11.0,6.0,195.0,9.0,4.0,149.0
p11301.htm#i113006,B1,1099,1115,M,1,3,40,,,,6.0,3.0,63.0,,,
p30067.htm#i300665,B38,1200,1256,M,5,1,19,,,,1.0,1.0,17.0,,,
p11452.htm#i114511,B4,1275,1298,M,2,6,125,4.0,4.0,110.0,4.0,6.0,155.0,9.0,4.0,129.0
p12006.htm#i120053,B4,1255,1329,M,11,9,75,2.0,3.0,21.0,4.0,5.0,45.0,,,
p11467.htm#i114663,B1,1261,1294,M,2,1,47,3.0,1.0,30.0,7.0,1.0,55.0,1.0,1.0,17.0
p17009.htm#i170083,B4,1249,1323,M,9,9,171,1.0,4.0,32.0,3.0,5.0,82.0,,,
p39297.htm#i392963,B4,1047,1104,M,3,6,22,1.0,1.0,3.0,3.0,1.0,3.0,,,
p17621.htm#i176201,B36,1296,1362,M,4,6,29,3.0,5.0,41.0,1.0,3.0,19.0,5.0,8.0,82.0
p57109.htm#i571081,B26,1219,1290,M,4,1,16,2.0,1.0,5.0,3.0,1.0,8.0,,,
p11343.htm#i113426,B4,1229,1260,M,4,5,120,3.0,5.0,85.0,8.0,8.0,163.0,4.0,5.0,61.0
p10668.htm#i106671,B1,1049,1102,M,2,3,36,2.0,3.0,26.0,4.0,5.0,53.0,,,
p53225.htm#i532249,B0,1237,1302,M,5,1,24,2.0,1.0,19.0,4.0,2.0,43.0,,,
p11409.htm#i114085,B1,1126,1202,M,12,4,225,5.0,1.0,55.0,9.0,3.0,102.0,1.0,1.0,28.0
p15167.htm#i151669,B1,1282,1333,M,1,5,63,,,,3.0,4.0,124.0,,,
p3816.htm#i38160,B27,1240,1298,M,5,11,182,5.0,11.0,141.0,13.0,12.0,175.0,9.0,13.0,189.0
p46546.htm#i465460,B34,1066,1116,M,2,3,40,3.0,4.0,33.0,1.0,2.0,20.0,9.0,7.0,76.0
p847.htm#i8465,B0,1100,1168,M,5,5,57,1.0,2.0,20.0,5.0,2.0,30.0,,,
p4292.htm#i42913,B0,1215,1245,M,4,5,141,1.0,4.0,38.0,4.0,6.0,86.0,,,
p4179.htm#i41787,B16,1227,1288,M,11,6,93,6.0,7.0,108.0,5.0,5.0,45.0,7.0,14.0,284.0
p10313.htm#i103124,B4,1226,1285,M,11,7,303,11.0,12.0,253.0,11.0,5.0,233.0,15.0,14.0,266.0
p4151.htm#i41505,B1,1276,1308,M,2,4,165,6.0,6.0,204.0,4.0,5.0,162.0,15.0,8.0,321.0
p22080.htm#i220800,B1,1292,1325,M,2,2,29,3.0,1.0,23.0,3.0,1.0,39.0,2.0,1.0,13.0
p19035.htm#i190344,B25,1248,1309,M,4,13,161,3.0,5.0,113.0,4.0,7.0,98.0,6.0,5.0,101.0
p10546.htm#i105452,B229,1122,1177,M,2,2,13,2.0,2.0,12.0,3.0,2.0,25.0,1.0,2.0,6.0
p781.htm#i7810,B1,1266,1303,M,2,4,192,4.0,4.0,172.0,4.0,7.0,220.0,5.0,5.0,140.0
p53225.htm#i532242,B0,1167,1226,M,5,3,100,4.0,3.0,42.0,7.0,6.0,86.0,4.0,3.0,30.0
p18381.htm#i183807,B26,1175,1235,M,4,6,55,1.0,8.0,64.0,1.0,3.0,14.0,3.0,13.0,148.0
p11993.htm#i119925,B44,1099,1158,M,9,4,42,,,,3.0,7.0,38.0,,,
p58996.htm#i589957,B26,1278,1334,M,2,1,6,,,,1.0,1.0,5.0,,,
p10468.htm#i104680,B25,1100,1161,M,3,6,91,3.0,3.0,9.0,0.0,1.0,0.0,2.0,3.0,10.0
p4047.htm#i40466,B34,1056,1137,M,4,6,57,2.0,4.0,16.0,3.0,9.0,98.0,2.0,2.0,13.0
p4036.htm#i40354,B1,1242,1296,M,2,6,185,4.0,7.0,163.0,6.0,6.0,156.0,12.0,9.0,288.0
p4204.htm#i42040,B4,1294,1336,M,7,10,186,15.0,4.0,174.0,15.0,6.0,218.0,9.0,4.0,170.0
p54620.htm#i546199,B15,1100,1154,M,2,1,9,,,,1.0,1.0,6.0,,,
p11345.htm#i113447,B4,1265,1317,M,10,11,275,10.0,5.0,245.0,7.0,5.0,117.0,9.0,9.0,315.0
p58174.htm#i581738,B27,1190,1239,M,6,7,77,3.0,6.0,83.0,3.0,6.0,75.0,9.0,17.0,188.0
p10677.htm#i106763,B34,1149,1182,M,7,8,116,4.0,14.0,176.0,3.0,6.0,84.0,9.0,14.0,186.0
p38686.htm#i386856,B25,1300,1358,M,1,1,24,,,,2.0,1.0,39.0,,,
p2406.htm#i24051,B26,1280,1340,M,3,8,40,4.0,3.0,21.0,5.0,5.0,37.0,1.0,2.0,12.0
p15488.htm#i154872,B25,1140,1199,M,2,7,81,,,,2.0,6.0,64.0,,,
p26758.htm#i267580,B25,1191,1251,M,1,2,29,,,,2.0,4.0,23.0,,,
p4284.htm#i42833,B1,1112,1172,M,4,5,42,1.0,4.0,10.0,3.0,7.0,61.0,,,
p11528.htm#i115275,B4,1143,1180,M,1,3,52,,,,6.0,5.0,108.0,,,
p10463.htm#i104625,B4,1204,1217,M,3,12,202,13.0,24.0,308.0,13.0,14.0,194.0,20.0,37.0,537.0
p10688.htm#i106871,B34,1286,1347,M,3,11,134,3.0,8.0,92.0,3.0,14.0,194.0,11.0,8.0,116.0
p148.htm#i1480,B4,1286,1341,M,5,10,213,3.0,8.0,104.0,4.0,9.0,161.0,3.0,5.0,50.0
p4196.htm#i41959,B4,1206,1273,M,4,5,199,12.0,9.0,204.0,14.0,8.0,203.0,7.0,10.0,223.0
p13745.htm#i137448,B3,1227,1290,M,9,11,149,3.0,9.0,105.0,3.0,10.0,76.0,11.0,13.0,201.0
p514.htm#i5136,B26,1272,1318,M,2,5,88,3.0,8.0,95.0,3.0,5.0,77.0,5.0,9.0,99.0
p40549.htm#i405488,B27,1091,1151,M,2,4,16,1.0,1.0,3.0,3.0,1.0,3.0,,,
p11368.htm#i113673,B4,1270,1325,M,14,12,377,4.0,5.0,188.0,6.0,5.0,189.0,14.0,8.0,264.0
p1962.htm#i19618,B26,1262,1331,M,13,9,75,3.0,4.0,19.0,3.0,6.0,32.0,4.0,1.0,10.0
p64979.htm#i649783,B3,1259,1315,M,2,6,35,3.0,9.0,73.0,1.0,6.0,31.0,7.0,9.0,96.0
p12007.htm#i120061,B44,1284,1344,M,5,11,89,3.0,8.0,69.0,3.0,7.0,88.0,4.0,8.0,60.0
p70423.htm#i704222,B34,1056,1108,M,2,7,103,3.0,3.0,48.0,5.0,7.0,98.0,4.0,2.0,24.0
p67271.htm#i672703,B16,1283,1331,M,4,3,51,4.0,2.0,24.0,3.0,3.0,46.0,2.0,2.0,11.0
p38151.htm#i381501,B34,1280,1325,M,5,7,54,1.0,4.0,25.0,3.0,6.0,53.0,,,
p11404.htm#i114035,B1,1211,1246,M,4,5,125,6.0,3.0,72.0,7.0,4.0,104.0,5.0,4.0,90.0
p12004.htm#i120032,B44,1205,1244,M,6,4,68,5.0,6.0,58.0,3.0,4.0,64.0,9.0,7.0,89.0
p11430.htm#i114298,B4,1188,1233,M,3,6,124,6.0,5.0,97.0,6.0,5.0,109.0,7.0,5.0,116.0
